date,sales,revenue,units_sold,temperature,day_of_week,is_weekend,is_promotion,is_event,month,season
2022-12-10,5414.04,5414.04,120,-19.013748710883537,5,1,0,0,12,winter
2022-12-11,,5573.06,124,-18.75548306697113,6,1,0,0,12,winter
2022-12-12,4239.89,4239.89,94,-12.932961481921517,0,0,0,0,12,winter
2022-12-13,3284.15,3284.15,73,-26.966222251488915,1,0,0,0,12,winter
2022-12-14,3390.55,3390.55,75,-26.655444452981754,2,0,0,0,12,winter
2022-12-15,4852.03,4852.03,108,-20.936918703416183,3,0,0,0,12,winter
2022-12-16,4973.93,4973.93,111,-16.747483677246276,4,0,0,0,12,winter
2022-12-17,5845.34,5845.34,130,-12.392299353792131,5,1,0,0,12,winter
2022-12-18,6291.4,6291.4,140,-2.6985590690640926,6,1,0,0,12,winter
2022-12-19,4882.31,4882.31,108,-7.851586353137573,0,0,0,0,12,winter
2022-12-20,3961.84,3961.84,88,-16.332682179071412,1,0,0,0,12,winter
2022-12-21,3744.3,3744.3,83,-15.154995928887438,2,0,0,0,12,winter
2022-12-22,,5016.47,111,-23.343161540576993,3,0,0,0,12,winter
2022-12-23,4836.31,4836.31,107,-15.13080745060338,4,0,0,0,12,winter
2022-12-24,5946.37,5946.37,132,-17.365363254290152,5,1,0,0,12,winter
2022-12-25,4616.31,4616.31,103,-12.249463606056942,6,1,0,0,12,winter
2022-12-26,4261.01,4261.01,95,-21.806859799678637,0,0,0,0,12,winter
2022-12-27,4258.69,4258.69,95,-10.55544552259255,1,0,0,0,12,winter
2022-12-28,5556.74,5556.74,123,-2.0761631512888137,2,0,0,0,12,winter
2022-12-29,4711.79,4711.79,105,-15.716576206383609,3,0,0,0,12,winter
2022-12-30,5355.01,5355.01,119,-11.419509567123539,4,0,0,0,12,winter
2022-12-31,6130.48,6130.48,136,-8.9683971231482,5,1,0,0,12,winter
2023-01-01,4523.42,4523.42,101,-18.01122905496682,6,1,0,0,1,winter
2023-01-02,3921.26,3921.26,87,-12.744069479166168,0,0,0,0,1,winter
2023-01-03,4319.19,4319.19,96,-14.446022154590983,1,0,0,0,1,winter
2023-01-04,5055.45,5055.45,112,-13.672131576915893,2,0,0,0,1,winter
2023-01-05,3604.83,3604.83,80,-20.858694956880065,3,0,0,0,1,winter
2023-01-06,5733.82,5733.82,127,-14.139270946720728,4,0,0,0,1,winter
2023-01-07,5597.1,5597.1,124,-10.115861984048554,5,1,0,0,1,winter
2023-01-08,4755.38,4755.38,106,-2.0910824131151227,6,1,0,0,1,winter
2023-01-09,3528.79,3528.79,78,-6.1039173184183735,0,0,0,0,1,winter
2023-01-10,4344.3,4344.3,97,3.9356287135857606,1,0,0,0,1,winter
2023-01-11,4258.71,4258.71,95,-20.30768827775503,2,0,0,0,1,winter
2023-01-12,4628.56,4628.56,103,-6.545230676410534,3,0,0,0,1,winter
2023-01-13,5778.13,5778.13,128,-12.184069774960408,4,0,0,0,1,winter
2023-01-14,5243.49,5243.49,117,4.643150584774396,5,1,0,0,1,winter
2023-01-15,4417.14,4417.14,98,-20.23028208940991,6,1,0,0,1,winter
2023-01-16,3227.42,3227.42,72,-20.37740221506636,0,0,0,0,1,winter
2023-01-17,3916.43,3916.43,87,-18.25595136118397,1,0,0,0,1,winter
2023-01-18,3550.33,3550.33,79,-30.837506613078702,2,0,0,0,1,winter
2023-01-19,4103.18,4103.18,91,-17.393137168283626,3,0,0,0,1,winter
2023-01-20,3705.21,3705.21,82,-19.207564887084526,4,0,0,0,1,winter
2023-01-21,5809.04,5809.04,129,-11.493974818944519,5,1,0,0,1,winter
2023-01-22,5188.52,5188.52,115,-9.76130961970751,6,1,0,0,1,winter
2023-01-23,4419.02,4419.02,98,3.1671975979786016,0,0,0,0,1,winter
2023-01-24,4990.31,4990.31,111,-4.401949647985794,1,0,0,0,1,winter
2023-01-25,3732.77,3732.77,83,-16.980616348963775,2,0,0,0,1,winter
2023-01-26,4540.11,4540.11,101,-19.507205250523132,3,0,0,0,1,winter
2023-01-27,5809.77,5809.77,129,-7.764858422130776,4,0,0,0,1,winter
2023-01-28,4448.75,4448.75,99,-22.706381157900317,5,1,0,0,1,winter
2023-01-29,5486.17,5486.17,122,3.7209339788605487,6,1,0,0,1,winter
2023-01-30,4163.53,4163.53,93,-1.5459194545010444,0,0,0,0,1,winter
2023-01-31,3886.35,3886.35,86,-15.114378416320868,1,0,0,0,1,winter
2023-02-01,3501.46,3501.46,78,-25.307376420217096,2,0,0,0,2,winter
2023-02-02,4932.05,4932.05,110,0.4276092102730882,3,0,0,0,2,winter
2023-02-03,5082.14,5082.14,113,-11.629348044665102,4,0,0,0,2,winter
2023-02-04,6197.17,6197.17,138,-0.17673897266252325,5,1,0,0,2,winter
2023-02-05,4204.05,4204.05,93,-23.59268866497473,6,1,0,0,2,winter
2023-02-06,3409.52,3409.52,76,-15.11144614044229,0,0,0,0,2,winter
2023-02-07,4666.63,4666.63,104,-9.880821775982648,1,0,0,0,2,winter
2023-02-08,4249.64,4249.64,94,-9.337938467485204,2,0,0,0,2,winter
2023-02-09,5197.11,5197.11,115,-13.282030109013027,3,0,0,0,2,winter
2023-02-10,5934.15,5934.15,132,-4.140285123717189,4,0,0,0,2,winter
2023-02-11,4580.87,4580.87,102,-18.02398996324851,5,1,0,0,2,winter
2023-02-12,4923.35,4923.35,109,-10.10739601292223,6,1,0,0,2,winter
2023-02-13,4623.64,4623.64,103,-7.709540504207857,0,0,0,0,2,winter
2023-02-14,4341.24,4341.24,96,-4.2135360605438565,1,0,0,0,2,winter
2023-02-15,4795.1,4795.1,107,-2.356405713440213,2,0,0,0,2,winter
2023-02-16,4627.35,4627.35,103,-17.442095005056736,3,0,0,0,2,winter
2023-02-17,5223.72,5223.72,116,-20.63551886661344,4,0,0,0,2,winter
2023-02-18,6190.58,6190.58,138,3.017242691372676,5,1,0,0,2,winter
2023-02-19,5270.99,5270.99,117,-4.637349819236394,6,1,0,0,2,winter
2023-02-20,4747.95,4747.95,106,-13.418395406374774,0,0,0,0,2,winter
2023-02-21,5419.28,5419.28,120,5.973012399144929,1,0,0,0,2,winter
2023-02-22,5150.9,5150.9,114,-5.7594848403323375,2,0,0,0,2,winter
2023-02-23,5335.74,5335.74,119,3.3358426456087535,3,0,0,0,2,winter
2023-02-24,5186.34,5186.34,115,-5.695250027433844,4,0,0,0,2,winter
2023-02-25,5951.46,5951.46,132,11.150579535926964,5,1,0,0,2,winter
2023-02-26,5818.11,5818.11,129,8.842889260039264,6,1,0,0,2,winter
2023-02-27,444371.0,4443.71,99,-7.620569380685708,0,0,0,0,2,winter
2023-02-28,5335.63,5335.63,119,2.7912827586407207,1,0,0,0,2,winter
2023-03-01,5640.32,5640.32,125,0.315289419297863,2,0,0,0,3,winter
2023-03-02,4969.86,4969.86,110,6.586218054050772,3,0,0,0,3,winter
2023-03-03,6406.38,6406.38,142,-12.614847208011874,4,0,0,0,3,winter
2023-03-04,6249.66,6249.66,139,1.3898590067778596,5,1,0,0,3,winter
2023-03-05,5765.67,5765.67,128,4.740831694068316,6,1,0,0,3,winter
2023-03-06,4178.67,4178.67,93,-18.48646181360209,0,0,0,0,3,winter
2023-03-07,5626.76,5626.76,125,-13.440579095637379,1,0,0,0,3,winter
2023-03-08,5727.37,5727.37,127,-20.322424176396655,2,0,0,0,3,winter
2023-03-09,5662.06,5662.06,126,-5.3216244517339355,3,0,0,0,3,winter
2023-03-10,,6165.66,137,3.1561181506510234,4,0,0,0,3,winter
2023-03-11,7123.33,7123.33,158,9.950244938078072,5,1,0,0,3,winter
2023-03-12,6406.29,6406.29,142,-1.697175806466091,6,1,0,0,3,winter
2023-03-13,4721.15,4721.15,105,11.512614631395127,0,0,0,0,3,winter
2023-03-14,5577.52,5577.52,124,-13.303966158614386,1,0,0,0,3,winter
2023-03-15,4693.79,4693.79,104,-15.74137912300448,2,0,0,0,3,winter
2023-03-16,5938.41,5938.41,132,-1.7523694718668534,3,0,0,0,3,winter
2023-03-17,6620.41,6620.41,147,2.168509005792763,4,0,0,0,3,winter
2023-03-18,7091.92,7091.92,158,-1.046751242466249,5,1,0,0,3,winter
2023-03-19,5447.64,5447.64,121,-17.74500834134016,6,1,0,0,3,winter
2023-03-20,4623.95,4623.95,103,-1.0008673382774238,0,0,0,0,3,winter
2023-03-21,4676.21,4676.21,104,-10.870579170873778,1,0,0,0,3,winter
2023-03-22,4961.99,4961.99,110,5.838804915921175,2,0,0,0,3,winter
2023-03-23,5930.73,5930.73,132,3.5713095584815884,3,0,0,0,3,winter
2023-03-24,6362.3,6362.3,141,-7.058036544379155,4,0,0,0,3,winter
2023-03-25,7131.42,7131.42,158,-3.250187909104315,5,1,0,0,3,winter
2023-03-26,6486.37,6486.37,144,-7.5373073680129,6,1,0,0,3,winter
2023-03-27,4873.24,4873.24,108,1.024199651101757,0,0,0,0,3,winter
2023-03-28,5439.51,5439.51,121,9.76264001100061,1,0,0,0,3,winter
2023-03-29,4726.24,4726.24,105,-6.155202137763892,2,0,0,0,3,winter
2023-03-30,5561.06,5561.06,124,6.515019939279588,3,0,0,0,3,winter
2023-03-31,6664.64,6664.64,148,-1.8494163237148435,4,0,0,0,3,winter
2023-04-01,7355.71,7355.71,163,0.18049120677418218,5,1,0,0,4,spring
2023-04-02,5885.39,5885.39,131,2.7197996315140953,6,1,0,0,4,spring
2023-04-03,4851.23,4851.23,108,-0.1219850463354315,0,0,0,0,4,spring
2023-04-04,4538.78,4538.78,101,1.734593805598645,1,0,0,0,4,spring
2023-04-05,5297.09,5297.09,118,-0.16262688188669028,2,0,0,0,4,spring
2023-04-06,6148.18,6148.18,137,10.628456139399546,3,0,0,0,4,spring
2023-04-07,6603.07,6603.07,147,4.444781666448231,4,0,0,0,4,spring
2023-04-08,7161.26,7161.26,159,2.2414000098690505,5,1,0,0,4,spring
2023-04-09,6047.72,6047.72,134,5.53231129449954,6,1,0,0,4,spring
2023-04-10,4878.1,4878.1,108,4.688416661608934,0,0,0,0,4,spring
2023-04-11,4888.27,4888.27,109,4.568576500868165,1,0,0,0,4,spring
2023-04-12,5750.61,5750.61,128,7.59309047683818,2,0,0,0,4,spring
2023-04-13,5924.06,5924.06,132,8.30997679381179,3,0,0,0,4,spring
2023-04-14,,6550.12,146,4.253982679387837,4,0,0,0,4,spring
2023-04-15,6583.26,6583.26,146,4.3385099037024855,5,1,0,0,4,spring
2023-04-16,4975.53,4975.53,111,5.574794897750987,6,1,0,0,4,spring
2023-04-17,5290.93,5290.93,118,-0.949630423012457,0,0,0,0,4,spring
2023-04-18,4950.57,4950.57,110,1.9026171895475885,1,0,0,0,4,spring
2023-04-19,5056.24,5056.24,112,11.737255159885242,2,0,0,0,4,spring
2023-04-20,6030.99,6030.99,134,12.889858964070605,3,0,0,0,4,spring
2023-04-21,6084.93,6084.93,135,6.799944025926972,4,0,0,0,4,spring
2023-04-22,7429.81,7429.81,165,9.773090654002475,5,1,0,0,4,spring
2023-04-23,6284.89,6284.89,140,9.107578088219615,6,1,0,0,4,spring
2023-04-24,5110.32,5110.32,114,18.549465725698422,0,0,0,0,4,spring
2023-04-25,4566.67,4566.67,101,12.232442715815354,1,0,0,0,4,spring
2023-04-26,5932.3,5932.3,132,8.28561213020446,2,0,0,0,4,spring
2023-04-27,5807.33,5807.33,129,5.735765502410031,3,0,0,0,4,spring
2023-04-28,6067.82,6067.82,135,3.7723319842016494,4,0,0,0,4,spring
2023-04-29,6893.74,6893.74,153,10.008913346170422,5,1,0,0,4,spring
2023-04-30,5112.01,5112.01,114,7.0103153624049845,6,1,0,0,4,spring
2023-05-01,4977.22,4977.22,111,4.988597716865806,0,0,0,0,5,spring
2023-05-02,4678.81,4678.81,104,7.769276326159087,1,0,0,0,5,spring
2023-05-03,4795.21,4795.21,107,6.511494270446198,2,0,0,0,5,spring
2023-05-04,4966.11,4966.11,110,15.929596958596886,3,0,0,0,5,spring
2023-05-05,10103.99,10103.99,225,13.430674095606207,4,0,1,0,5,spring
2023-05-06,8367.42,8367.42,186,10.648273863171228,5,1,1,0,5,spring
2023-05-07,9905.39,9905.39,220,15.787807704072105,6,1,1,0,5,spring
2023-05-08,4582.11,4582.11,102,11.289149703285176,0,0,0,0,5,spring
2023-05-09,4371.87,4371.87,97,8.333633977687448,1,0,0,0,5,spring
2023-05-10,4862.03,4862.03,108,16.45166738474396,2,0,0,0,5,spring
2023-05-11,6168.57,6168.57,137,13.337589215541263,3,0,0,0,5,spring
2023-05-12,6090.89,6090.89,135,8.246950584973444,4,0,0,0,5,spring
2023-05-13,6425.81,6425.81,143,11.229722591072964,5,1,0,0,5,spring
2023-05-14,5948.62,5948.62,132,9.101688811337624,6,1,0,0,5,spring
2023-05-15,4939.46,4939.46,110,7.563753448562628,0,0,0,0,5,spring
2023-05-16,5470.76,5470.76,122,15.409406791308351,1,0,0,0,5,spring
2023-05-17,5907.52,5907.52,131,18.832281530387554,2,0,0,0,5,spring
2023-05-18,5405.22,5405.22,120,7.947384171786703,3,0,0,0,5,spring
2023-05-19,5465.21,5465.21,121,14.623820495214819,4,0,0,0,5,spring
2023-05-20,6440.23,6440.23,143,10.71265081039762,5,1,0,0,5,spring
2023-05-21,5941.12,5941.12,132,11.388094041728298,6,1,0,0,5,spring
2023-05-22,4342.02,4342.02,96,11.163729163034079,0,0,0,0,5,spring
2023-05-23,4593.5,4593.5,102,10.381043416884399,1,0,0,0,5,spring
2023-05-24,5387.35,5387.35,120,13.541458956709318,2,0,0,0,5,spring
2023-05-25,5489.53,5489.53,122,10.724629323413522,3,0,0,0,5,spring
2023-05-26,6068.9,6068.9,135,14.506729944639003,4,0,0,0,5,spring
2023-05-27,6193.2,6193.2,138,13.54445945794955,5,1,0,0,5,spring
2023-05-28,5654.07,5654.07,126,13.01807582619482,6,1,0,0,5,spring
2023-05-29,4311.54,4311.54,96,10.887913046882623,0,0,0,0,5,spring
2023-05-30,5272.37,5272.37,117,12.084987330449435,1,0,0,0,5,spring
2023-05-31,,5616.57,125,16.61581162188095,2,0,0,0,5,spring
2023-06-01,4843.24,4843.24,108,16.68853174952904,3,0,0,0,6,summer
2023-06-02,5776.86,5776.86,128,9.378071520434547,4,0,0,0,6,summer
2023-06-03,5983.67,5983.67,133,14.840183926024713,5,1,0,0,6,summer
2023-06-04,5629.44,5629.44,125,18.173882374943457,6,1,0,0,6,summer
2023-06-05,4767.3,4767.3,106,6.139072659215966,0,0,0,0,6,summer
2023-06-06,4484.94,4484.94,100,17.267759789672283,1,0,0,0,6,summer
2023-06-07,4951.99,4951.99,110,11.298388032857074,2,0,0,0,6,summer
2023-06-08,5166.99,5166.99,115,17.520718465550647,3,0,0,0,6,summer
2023-06-09,6271.9,6271.9,139,10.903301271361554,4,0,0,0,6,summer
2023-06-10,6756.26,6756.26,150,5.742696747958787,5,1,0,0,6,summer
2023-06-11,5530.12,5530.12,123,6.672529446493982,6,1,0,0,6,summer
2023-06-12,4809.93,4809.93,107,15.089412159617204,0,0,0,0,6,summer
2023-06-13,4793.81,4793.81,107,16.181945649876393,1,0,0,0,6,summer
2023-06-14,5167.43,5167.43,115,10.391685477887236,2,0,0,0,6,summer
2023-06-15,7212.48,7212.48,160,18.131747236094554,3,0,0,1,6,summer
2023-06-16,6748.02,6748.02,150,6.652274285277533,4,0,0,0,6,summer
2023-06-17,5946.56,5946.56,132,14.64613232409688,5,1,0,0,6,summer
2023-06-18,6181.21,6181.21,137,8.93366916978297,6,1,0,0,6,summer
2023-06-19,4987.84,4987.84,111,11.737346990687568,0,0,0,0,6,summer
2023-06-20,4495.49,4495.49,100,15.236854452624922,1,0,0,0,6,summer
2023-06-21,5557.24,5557.24,123,10.696683053401305,2,0,0,0,6,summer
2023-06-22,6154.15,6154.15,137,13.070416489161234,3,0,0,0,6,summer
2023-06-23,5476.37,5476.37,122,20.014659779847708,4,0,0,0,6,summer
2023-06-24,6070.51,6070.51,135,12.08429806536514,5,1,0,0,6,summer
2023-06-25,6187.5,6187.5,138,19.12834408663826,6,1,0,0,6,summer
2023-06-26,4723.51,4723.51,105,9.278045393222373,0,0,0,0,6,summer
2023-06-27,5101.32,5101.32,113,17.547873628587627,1,0,0,0,6,summer
2023-06-28,5287.65,5287.65,118,22.07455406319132,2,0,0,0,6,summer
2023-06-29,6555.2,6555.2,146,2.47194135284866,3,0,0,1,6,summer
2023-06-30,5307.35,5307.35,118,10.804745972105072,4,0,0,0,6,summer
2023-07-01,7006.42,7006.42,156,17.629258915602435,5,1,0,0,7,summer
2023-07-02,6174.07,6174.07,137,13.678978444467388,6,1,0,0,7,summer
2023-07-03,4477.91,4477.91,100,16.495887626342068,0,0,0,0,7,summer
2023-07-04,4803.87,4803.87,107,11.561847015856817,1,0,0,0,7,summer
2023-07-05,4456.56,4456.56,99,14.952015682725463,2,0,0,0,7,summer
2023-07-06,5555.11,5555.11,123,13.673672051501834,3,0,0,0,7,summer
2023-07-07,6125.9,6125.9,136,20.219677563108483,4,0,0,0,7,summer
2023-07-08,6346.26,6346.26,141,15.57731916596275,5,1,0,0,7,summer
2023-07-09,6070.96,6070.96,135,15.913437010558583,6,1,0,0,7,summer
2023-07-10,4380.01,4380.01,97,12.082032320243975,0,0,0,0,7,summer
2023-07-11,4970.62,4970.62,110,11.615189074069006,1,0,0,0,7,summer
2023-07-12,4601.62,4601.62,102,11.798068026471586,2,0,0,0,7,summer
2023-07-13,5785.85,5785.85,129,15.836621544787885,3,0,0,1,7,summer
2023-07-14,5698.49,5698.49,127,11.658831986789592,4,0,0,0,7,summer
2023-07-15,6405.77,6405.77,142,15.10794373589531,5,1,0,0,7,summer
2023-07-16,5332.8,5332.8,119,23.927341028097462,6,1,0,0,7,summer
2023-07-17,4393.33,4393.33,98,17.793212878182096,0,0,0,0,7,summer
2023-07-18,5002.32,5002.32,111,11.690742178603193,1,0,0,0,7,summer
2023-07-19,4770.77,4770.77,106,19.20625267042276,2,0,0,0,7,summer
2023-07-20,4526.28,4526.28,101,11.035217915532073,3,0,0,0,7,summer
2023-07-21,6500.57,6500.57,144,2.7565092448594015,4,0,0,0,7,summer
2023-07-22,6895.34,6895.34,153,7.774400991660385,5,1,0,0,7,summer
2023-07-23,4862.2,4862.2,108,3.3247762551666717,6,1,0,0,7,summer
2023-07-24,4623.5,4623.5,103,10.781314771073014,0,0,0,0,7,summer
2023-07-25,4444.55,4444.55,99,12.487404876806403,1,0,0,0,7,summer
2023-07-26,4982.0,4982.0,111,20.630257333065153,2,0,0,0,7,summer
2023-07-27,5813.37,5813.37,129,13.731836063634985,3,0,0,1,7,summer
2023-07-28,6208.01,6208.01,138,10.847240312694916,4,0,0,1,7,summer
2023-07-29,5745.23,5745.23,128,15.931775732098165,5,1,0,0,7,summer
2023-07-30,5057.99,5057.99,112,0.5675840754661845,6,1,0,0,7,summer
2023-07-31,4009.17,4009.17,89,12.63640198240097,0,0,0,0,7,summer
2023-08-01,5198.08,5198.08,116,15.14432838241496,1,0,0,1,8,summer
2023-08-02,4865.47,4865.47,108,3.725398933829732,2,0,0,0,8,summer
2023-08-03,4846.08,4846.08,108,16.66213352733196,3,0,0,0,8,summer
2023-08-04,5952.9,5952.9,132,12.4576357426115,4,0,0,0,8,summer
2023-08-05,6879.19,6879.19,153,8.507314582103664,5,1,0,0,8,summer
2023-08-06,5121.13,5121.13,114,13.56312773383609,6,1,0,0,8,summer
2023-08-07,4423.4,4423.4,98,21.56506543117722,0,0,0,0,8,summer
2023-08-08,4771.53,4771.53,106,10.93028923849548,1,0,0,0,8,summer
2023-08-09,5017.82,5017.82,112,11.06844828963796,2,0,0,0,8,summer
2023-08-10,5965.92,5965.92,133,7.334016200847236,3,0,0,1,8,summer
2023-08-11,5912.66,5912.66,131,5.182220371613557,4,0,0,0,8,summer
2023-08-12,6313.55,6313.55,140,13.380948082171141,5,1,0,0,8,summer
2023-08-13,4785.18,4785.18,106,4.7439418188295015,6,1,0,0,8,summer
2023-08-14,4591.45,4591.45,102,9.174609970484061,0,0,0,0,8,summer
2023-08-15,6617.95,6617.95,147,6.218296784739286,1,0,1,0,8,summer
2023-08-16,6560.75,6560.75,146,10.788738064884607,2,0,1,0,8,summer
2023-08-17,7100.76,7100.76,158,9.846917104544506,3,0,1,0,8,summer
2023-08-18,5825.49,5825.49,129,13.148650443718497,4,0,0,0,8,summer
2023-08-19,5916.57,5916.57,131,5.190853870964058,5,1,0,0,8,summer
2023-08-20,5709.34,5709.34,127,6.169252525219781,6,1,0,0,8,summer
2023-08-21,5054.67,5054.67,112,2.400272027718813,0,0,0,0,8,summer
2023-08-22,4212.32,4212.32,94,4.845926314727398,1,0,0,0,8,summer
2023-08-23,4215.06,4215.06,94,8.725102867851144,2,0,0,0,8,summer
2023-08-24,5915.04,5915.04,131,10.392724848484185,3,0,0,1,8,summer
2023-08-25,5789.13,5789.13,129,1.764178478655185,4,0,0,0,8,summer
2023-08-26,5853.45,5853.45,130,10.488368982762621,5,1,0,0,8,summer
2023-08-27,5817.99,5817.99,129,12.682043443871756,6,1,0,0,8,summer
2023-08-28,3763.13,3763.13,84,7.732793994177978,0,0,0,0,8,summer
2023-08-29,4704.49,4704.49,105,14.809685023736844,1,0,0,0,8,summer
2023-08-30,4472.14,4472.14,99,1.3152386945431371,2,0,0,0,8,summer
2023-08-31,5621.9,5621.9,125,-1.282146283189129,3,0,0,0,8,summer
2023-09-01,5901.02,5901.02,131,-1.2324618823101918,4,0,0,0,9,fall
2023-09-02,5206.35,5206.35,116,9.437506660732971,5,1,0,0,9,fall
2023-09-03,4635.09,4635.09,103,6.3846789825017645,6,1,0,0,9,fall
2023-09-04,4190.51,4190.51,93,3.769700154551922,0,0,0,0,9,fall
2023-09-05,401910.0,4019.1,89,4.638561461613434,1,0,0,0,9,fall
2023-09-06,4358.04,4358.04,97,-0.2970451042020721,2,0,0,0,9,fall
2023-09-07,5187.6,5187.6,115,11.355320330319698,3,0,0,1,9,fall
2023-09-08,4279.33,4279.33,95,3.380830620154405,4,0,0,0,9,fall
2023-09-09,5504.79,5504.79,122,3.0611481012330786,5,1,0,0,9,fall
2023-09-10,4552.41,4552.41,101,4.861327273740064,6,1,0,0,9,fall
2023-09-11,3743.86,3743.86,83,3.7903520595871707,0,0,0,0,9,fall
2023-09-12,4600.27,4600.27,102,2.677502742719158,1,0,0,0,9,fall
2023-09-13,3912.92,3912.92,87,-0.9600297446589463,2,0,0,0,9,fall
2023-09-14,4874.0,4874.0,108,2.9896124377113056,3,0,0,0,9,fall
2023-09-15,4918.66,4918.66,109,7.434212176752058,4,0,0,0,9,fall
2023-09-16,5362.5,5362.5,119,5.387932647670155,5,1,0,0,9,fall
2023-09-17,5100.47,5100.47,113,5.95595558386595,6,1,0,0,9,fall
2023-09-18,3987.15,3987.15,89,-1.316775651363621,0,0,0,0,9,fall
2023-09-19,4295.63,4295.63,95,-3.1695777808649392,1,0,0,0,9,fall
2023-09-20,4670.34,4670.34,104,-0.548394686995814,2,0,0,0,9,fall
2023-09-21,4886.69,4886.69,109,-0.20152689577800387,3,0,0,1,9,fall
2023-09-22,4769.97,4769.97,106,3.0019715665018736,4,0,0,0,9,fall
2023-09-23,4745.45,4745.45,105,-6.544747926202957,5,1,0,0,9,fall
2023-09-24,4469.2,4469.2,99,3.937703876366765,6,1,0,0,9,fall
2023-09-25,4786.69,4786.69,106,-1.944744242521288,0,0,0,0,9,fall
2023-09-26,4508.4,4508.4,100,-3.09782200665015,1,0,0,0,9,fall
2023-09-27,3666.69,3666.69,81,-5.304903912655935,2,0,0,0,9,fall
2023-09-28,3869.28,3869.28,86,-7.703176860017348,3,0,0,0,9,fall
2023-09-29,5203.25,5203.25,116,0.30179675246196824,4,0,0,0,9,fall
2023-09-30,5704.89,5704.89,127,-2.4521055619220857,5,1,0,0,9,fall
2023-10-01,4742.99,4742.99,105,-7.249963012707156,6,1,0,0,10,fall
2023-10-02,3603.34,3603.34,80,-7.519742971808992,0,0,0,0,10,fall
2023-10-03,4059.09,4059.09,90,-4.573867384426274,1,0,0,0,10,fall
2023-10-04,4442.29,4442.29,99,1.858072377083948,2,0,0,0,10,fall
2023-10-05,5099.95,5099.95,113,-4.820286895465458,3,0,0,1,10,fall
2023-10-06,3917.99,3917.99,87,-9.213936638381929,4,0,0,0,10,fall
2023-10-07,5102.76,5102.76,113,-5.269835836055499,5,1,0,0,10,fall
2023-10-08,4240.1,4240.1,94,-5.605684179862969,6,1,0,0,10,fall
2023-10-09,3736.34,3736.34,83,-13.930749376506524,0,0,0,0,10,fall
2023-10-10,4835.15,4835.15,107,-5.365167578453707,1,0,0,0,10,fall
2023-10-11,4242.87,4242.87,94,-6.1954877283087715,2,0,0,0,10,fall
2023-10-12,4454.59,4454.59,99,-3.344931595348075,3,0,0,0,10,fall
2023-10-13,5399.59,5399.59,120,0.25933283330415424,4,0,0,0,10,fall
2023-10-14,5700.96,5700.96,127,-2.3851226170751247,5,1,0,0,10,fall
2023-10-15,4718.92,4718.92,105,-7.271300734726078,6,1,0,0,10,fall
2023-10-16,3877.78,3877.78,86,-10.296201461062996,0,0,0,0,10,fall
2023-10-17,4803.29,4803.29,107,1.7392656082059839,1,0,0,0,10,fall
2023-10-18,3764.64,3764.64,84,-6.869997835059665,2,0,0,0,10,fall
2023-10-19,5253.11,5253.11,117,-7.247659633587199,3,0,0,1,10,fall
2023-10-20,4444.35,4444.35,99,-7.599044158719978,4,0,0,0,10,fall
2023-10-21,5473.71,5473.71,122,-7.08065332934494,5,1,0,0,10,fall
2023-10-22,4252.37,4252.37,94,-8.442152095508805,6,1,0,0,10,fall
2023-10-23,3594.65,3594.65,80,-10.09081326771055,0,0,0,0,10,fall
2023-10-24,3848.24,3848.24,86,-10.216702073620617,1,0,0,0,10,fall
2023-10-25,4489.4,4489.4,100,-8.715761585951526,2,0,0,0,10,fall
2023-10-26,4710.34,4710.34,105,-10.628194688166317,3,0,0,0,10,fall
2023-10-27,4350.26,4350.26,97,-11.400513557297721,4,0,0,0,10,fall
2023-10-28,5299.93,5299.93,118,-8.87450157381026,5,1,0,0,10,fall
2023-10-29,4359.92,4359.92,97,-10.281366277007034,6,1,0,0,10,fall
2023-10-30,3546.33,3546.33,79,-4.617510736606159,0,0,0,0,10,fall
2023-10-31,3491.53,3491.53,78,-18.663911386112982,1,0,0,0,10,fall
2023-11-01,4093.4,4093.4,91,-6.382601790128127,2,0,0,0,11,fall
2023-11-02,6051.35,6051.35,134,-6.05798383382981,3,0,0,1,11,fall
2023-11-03,4510.13,4510.13,100,-17.310519177998486,4,0,0,0,11,fall
2023-11-04,4735.36,4735.36,105,-11.72604613187549,5,1,0,0,11,fall
2023-11-05,4452.24,4452.24,99,-12.003289925125394,6,1,0,0,11,fall
2023-11-06,3658.4,3658.4,81,-15.635068960356719,0,0,0,0,11,fall
2023-11-07,4677.55,4677.55,104,-13.711052454698521,1,0,0,0,11,fall
2023-11-08,3699.12,3699.12,82,-14.99192189786622,2,0,0,0,11,fall
2023-11-09,3794.5,3794.5,84,-5.6174277137794,3,0,0,0,11,fall
2023-11-10,5656.59,5656.59,126,-8.504332643347404,4,0,0,0,11,fall
2023-11-11,5543.17,5543.17,123,-7.546230842866853,5,1,0,0,11,fall
2023-11-12,4383.72,4383.72,97,-9.537169409928447,6,1,0,0,11,fall
2023-11-13,3563.75,3563.75,79,-15.860705098871602,0,0,0,0,11,fall
2023-11-14,3196.66,3196.66,71,-13.996471659287982,1,0,0,0,11,fall
2023-11-15,4283.99,4283.99,95,-10.764064443432247,2,0,0,0,11,fall
2023-11-16,4146.33,4146.33,92,-16.6126415542527,3,0,0,0,11,fall
2023-11-17,5343.52,5343.52,119,-10.302074426387989,4,0,0,0,11,fall
2023-11-18,4996.17,4996.17,111,-13.61591720677452,5,1,0,0,11,fall
